daily,px,daily_px_change,weekly,weekly_weighted_px,weekly_px_change,monthly,monthly_weighted_px,monthly_px_change,yearly,yearly_weighted_px,yearly_px_change,daily_%_change,hist_vol10,hist_vol30,hist_vol50,hist_vol100,daily_labels
05/05/2017,3.5439,-0.0096,07/09/2001,1.4135,0.0459,,,,,,,-0.2702%,6.388215552,11.65284579,13.28423621,15.23204566,Fri
04/05/2017,3.5535,0.0183,31/08/2001,1.3676,-0.09,,,,,,,0.5177%,11.70377331,11.64927751,13.27305499,15.27916425,Thu
03/05/2017,3.5352,0.0078,24/08/2001,1.4576,0.0265,,,,,,,0.2211%,10.85180362,11.6279778,13.46792898,15.26043021,Wed
02/05/2017,3.5274,-0.0269,17/08/2001,1.4311,0.0371,,,,,,,-0.7568%,10.7126793,11.7021065,13.47189767,15.28654885,Tue
01/05/2017,3.5543,0.0026,10/08/2001,1.394,0.0479,,,,,,,0.0732%,11.39962103,11.56416742,13.60465829,15.34788624,Mon
28/04/2017,3.5517,-0.0094,03/08/2001,1.3461,0.021,,,,,,,-0.2640%,11.81825119,11.67894198,13.60321173,15.38461548,Fri
27/04/2017,3.5611,-0.0172,27/07/2001,1.3251,-0.0064,,,,,,,-0.4807%,11.85997819,11.76187527,13.59691575,15.38341198,Thu
26/04/2017,3.5783,-0.0012,20/07/2001,1.3315,-0.0015,,,,,,,-0.0335%,14.96076265,11.74435322,13.73992808,15.44097415,Wed
25/04/2017,3.5795,0.0079,13/07/2001,1.333,-0.0025,,,,,,,0.2212%,15.32212381,12.41407178,13.75244718,15.63440636,Tue
24/04/2017,3.5716,-0.0685,06/07/2001,1.3355,0.0805,,,,,,,-1.8818%,16.0957073,13.3706485,13.75338846,15.87152082,Mon
21/04/2017,3.6401,-0.0011,29/06/2001,1.255,-0.02,,,,,,,-0.0302%,13.70725482,12.24117235,13.10762061,15.99661874,Fri
20/04/2017,3.6412,-0.0338,22/06/2001,1.275,0.09,,,,,,,-0.9197%,13.67201396,12.28743661,13.19782831,15.99658672,Thu
19/04/2017,3.675,0.0141,15/06/2001,1.185,0.025,,,,,,,0.3852%,13.86408704,12.42852152,13.06746731,15.93572819,Wed
18/04/2017,3.6609,-0.041,08/06/2001,1.16,0.0079,,,,,,,-1.1075%,13.74168692,12.59901128,13.23046159,16.21152004,Tue
17/04/2017,3.7019,-0.0073,01/06/2001,1.1521,0.043,,,,,,,-0.1968%,12.7017665,13.34346756,13.08356947,16.14321096,Mon
14/04/2017,3.7092,0.046,25/05/2001,1.1091,-0.0027,,,,,,,1.2557%,13.31674447,13.55872814,13.63868158,16.14278347,Fri
13/04/2017,3.6632,0.0138,18/05/2001,1.1118,-0.0407,,,,,,,0.3781%,11.73255663,13.00666197,13.34992144,16.13223724,Thu
12/04/2017,3.6494,-0.0481,11/05/2001,1.1525,0.0135,,,,,,,-1.3009%,11.9203547,13.05802985,13.53824294,16.12454743,Wed
11/04/2017,3.6975,-0.0319,04/05/2001,1.139,0.0014,,,,,,,-0.8554%,8.981320131,13.90769844,13.34997795,16.13319265,Tue
10/04/2017,3.7294,-0.0038,27/04/2001,1.1376,-0.1029,,,,,,,-0.1018%,7.353318897,13.62982346,13.21133626,16.06287673,Mon
07/04/2017,3.7332,0.0241,20/04/2001,1.2405,0.035,,,,,,,0.6498%,8.576988542,13.92061325,13.21707677,16.08776673,Fri
06/04/2017,3.7091,0.0098,13/04/2001,1.2055,0.0075,,,,,,,0.2649%,8.455719879,13.82630595,14.13483625,16.07108863,Thu
05/04/2017,3.6993,0.0208,06/04/2001,1.198,0.1555,,,,,,,0.5654%,9.793367082,14.14093225,14.181555,16.07079656,Wed
04/04/2017,3.6785,0.0332,30/03/2001,1.0425,0.0556,,,,,,,0.9108%,9.665255214,14.12985816,14.16890828,16.18940578,Tue
03/04/2017,3.6453,0.009,23/03/2001,0.9869,-0.0201,,,,,,,0.2475%,9.046505593,14.35217203,14.31236608,16.20432478,Mon
31/03/2017,3.6363,-0.0171,16/03/2001,1.007,0.0945,,,,,,,-0.4681%,9.314336807,14.34060709,14.4062681,16.2032701,Fri
30/03/2017,3.6534,0.0076,09/03/2001,0.9125,-0.0195,,,,,,,0.2085%,9.50502979,14.27619807,14.38618378,16.28453942,Thu
29/03/2017,3.6458,-0.0123,02/03/2001,0.932,-0.1563,,,,,,,-0.3362%,9.573752894,14.58450544,14.77618904,16.28637857,Wed
28/03/2017,3.6581,0.0418,23/02/2001,1.0883,0.4029,,,,,,,1.1559%,12.28595397,14.56552629,14.90780474,16.37283112,Tue
27/03/2017,3.6163,0.0044,16/02/2001,0.6854,0.0049,,,,,,,0.1218%,13.07121203,14.14499787,14.82195069,16.48744914,Mon
24/03/2017,3.6119,-0.0225,09/02/2001,0.6805,0.0057,,,,,,,-0.6191%,12.96192593,14.22529693,15.00737704,16.50794335,Fri
23/03/2017,3.6344,0.016,02/02/2001,0.6748,-0.0033,,,,,,,0.4422%,13.32222005,14.25076075,15.82481709,16.46522469,Thu
22/03/2017,3.6184,-0.0152,26/01/2001,0.6781,0.0016,,,,,,,-0.4183%,13.17404012,14.24315758,15.92477232,16.6029722,Wed
21/03/2017,3.6336,0.0176,19/01/2001,0.6765,0.0098,,,,,,,0.4867%,14.69523711,14.47994669,17.054583,16.58222194,Tue
20/03/2017,3.616,-0.0205,12/01/2001,0.6667,0.0052,,,,,,,-0.5637%,18.24920348,14.48877873,17.66622348,16.57393681,Mon
17/03/2017,3.6365,0.0112,05/01/2001,0.6615,-0.007,,,,,,,0.3089%,18.45305869,15.36249427,18.29538455,16.54469455,Fri
16/03/2017,3.6253,-0.0507,29/12/2000,0.6685,-0.0036,,,,,,,-1.3792%,18.32122288,15.34935889,18.81779098,16.56916768,Thu
15/03/2017,3.676,-0.0665,22/12/2000,0.6721,-0.0052,,,,,,,-1.7769%,17.19642646,15.13140862,18.80602909,16.38745582,Wed
14/03/2017,3.7425,0.001,15/12/2000,0.6773,-0.0032,,,,,,,0.0267%,17.60368132,14.37693438,18.33869398,16.13105834,Tue
13/03/2017,3.7415,0.0099,08/12/2000,0.6805,-0.0012,,,,,,,0.2653%,17.55123837,14.37776029,18.41202754,16.13004621,Mon
10/03/2017,3.7316,-0.0422,01/12/2000,0.6817,-0.0103,,,,,,,-1.1182%,18.01771975,14.35776452,18.65960724,16.1493395,Fri
09/03/2017,3.7738,0.0278,24/11/2000,0.692,0.0062,,,,,,,0.7421%,15.86384964,15.58743551,18.46357159,16.0091771,Thu
08/03/2017,3.746,0.0659,17/11/2000,0.6858,0.0041,,,,,,,1.7907%,16.15199034,15.49328602,18.41248885,16.00451782,Wed
07/03/2017,3.6801,-0.0298,10/11/2000,0.6817,0.0044,,,,,,,-0.8033%,14.79080004,14.50800015,18.04381014,15.80131473,Tue
06/03/2017,3.7099,0.0054,03/11/2000,0.6773,-0.0082,,,,,,,0.1458%,15.64421962,14.91616804,17.95084932,15.8575397,Mon
03/03/2017,3.7045,-0.0235,27/10/2000,0.6855,0.0033,,,,,,,-0.6304%,15.7731324,15.08252873,17.95420991,15.86082299,Fri
02/03/2017,3.728,0.0745,20/10/2000,0.6822,0.0019,,,,,,,2.0391%,15.1283641,14.99609817,17.8799727,15.80479768,Thu
01/03/2017,3.6535,0.0073,13/10/2000,0.6803,0.0088,,,,,,,0.2002%,12.39279657,14.24969612,17.31473741,15.51858127,Wed
28/02/2017,3.6462,0.038,06/10/2000,0.6715,0.0066,,,,,,,1.0532%,12.39580786,14.50007198,17.31263471,15.52187145,Tue
27/02/2017,3.6082,0,29/09/2000,0.6649,0.0015,,,,,,,0.0000%,10.7270902,14.42113506,17.2048584,15.45536343,Mon
24/02/2017,3.6082,0.0393,22/09/2000,0.6634,-0.0073,,,,,,,1.1012%,10.93149361,14.70846276,17.21591984,15.45716989,Fri
23/02/2017,3.5689,-0.011,15/09/2000,0.6707,0.0083,,,,,,,-0.3073%,7.855858292,15.8495568,17.13035523,15.40669104,Thu
22/02/2017,3.5799,-0.0405,08/09/2000,0.6624,0.0089,,,,,,,-1.1187%,8.997285937,16.0403224,17.11974444,15.39124093,Wed
21/02/2017,3.6204,-0.0041,01/09/2000,0.6535,0.0039,,,,,,,-0.1131%,8.634546826,17.59333535,16.96590551,15.27254507,Tue
20/02/2017,3.6245,-0.0064,25/08/2000,0.6496,0.0033,,,,,,,-0.1763%,8.812192311,18.76847728,17.14770685,15.28038145,Mon
17/02/2017,3.6309,-0.0365,18/08/2000,0.6463,-0.0007,,,,,,,-0.9953%,14.06052297,19.87772425,17.19201202,15.38268487,Fri
16/02/2017,3.6674,0.0075,11/08/2000,0.647,0.003,,,,,,,0.2049%,13.21041699,20.50986416,17.01831727,15.27511517,Thu
15/02/2017,3.6599,0.0084,04/08/2000,0.644,0.0075,,,,,,,0.2300%,14.06769061,20.91419927,17.13999284,15.27788539,Wed
14/02/2017,3.6515,-0.0208,28/07/2000,0.6365,0.007,,,,,,,-0.5664%,14.12447874,20.96831058,17.45266114,15.2950643,Tue
13/02/2017,3.6723,-0.0253,21/07/2000,0.6295,0.0015,,,,,,,-0.6842%,14.1169903,20.98356982,17.86287463,15.24275158,Mon
10/02/2017,3.6976,0.0154,14/07/2000,0.628,0.0035,,,,,,,0.4182%,13.9256327,21.21372278,18.60165925,15.18773496,Fri
09/02/2017,3.6822,-0.0368,07/07/2000,0.6245,0.0052,,,,,,,-0.9895%,17.09040069,21.23915571,18.58649188,15.18748538,Thu
08/02/2017,3.719,-0.0265,30/06/2000,0.6193,-0.0047,,,,,,,-0.7075%,17.74539307,20.94843846,18.430307,15.09565259,Wed
07/02/2017,3.7455,0.0617,23/06/2000,0.624,0.0116,,,,,,,1.6749%,18.22341431,20.86278602,18.77649045,15.05631473,Tue
06/02/2017,3.6838,-0.0131,16/06/2000,0.6124,0.0002,,,,,,,-0.3544%,16.86462998,20.39400493,18.51654046,14.96219187,Mon
03/02/2017,3.6969,-0.0403,09/06/2000,0.6122,-0.0038,,,,,,,-1.0783%,17.68331631,20.33420558,18.49540979,14.93543618,Fri
02/02/2017,3.7372,-0.0323,02/06/2000,0.616,-0.0025,,,,,,,-0.8569%,16.86250319,19.98445648,18.48257306,14.79420802,Thu
01/02/2017,3.7695,-0.0038,26/05/2000,0.6185,-0.0051,,,,,,,-0.1007%,18.25710993,19.70793817,18.3255635,14.68857163,Wed
31/01/2017,3.7733,-0.0079,19/05/2000,0.6236,0.0079,,,,,,,-0.2089%,18.99037949,19.68866144,18.55739875,14.71351853,Tue
30/01/2017,3.7812,-0.0888,12/05/2000,0.6157,-0.0025,,,,,,,-2.2946%,19.70584745,19.76028148,18.53179624,14.70751927,Mon
27/01/2017,3.87,0.0201,05/05/2000,0.6182,0.0071,,,,,,,0.5221%,15.64437678,18.16811978,17.56211505,14.10493211,Fri
26/01/2017,3.8499,0.0196,28/04/2000,0.6111,0.0108,,,,,,,0.5117%,18.86828978,18.21576318,17.58992488,14.10759015,Thu
25/01/2017,3.8303,0.047,21/04/2000,0.6003,0.0065,,,,,,,1.2423%,20.16916135,18.26986142,17.59748029,14.11238604,Wed
24/01/2017,3.7833,0.0265,14/04/2000,0.5938,0.0013,,,,,,,0.7054%,24.45437117,18.21815783,17.64631186,14.0283428,Tue
23/01/2017,3.7568,-0.0114,07/04/2000,0.5925,0.5925,,,,,,,-0.3025%,26.8332608,18.37180001,17.70242927,14.01377289,Mon
20/01/2017,3.7682,-0.0592,,,,,,,,,,-1.5467%,29.09433544,18.33100359,17.66196971,14.0872671,Fri
19/01/2017,3.8274,0.0304,,,,,,,,,,0.8006%,28.36513393,17.50541005,17.2650166,13.7925679,Thu
18/01/2017,3.797,0.0355,,,,,,,,,,0.9438%,28.7171649,17.56493975,17.25326927,13.79701428,Wed
17/01/2017,3.7615,-0.0426,,,,,,,,,,-1.1198%,28.64941864,17.85469867,17.32971622,13.75299367,Tue
16/01/2017,3.8041,0.0808,,,,,,,,,,2.1701%,27.78878851,18.3135282,17.27172578,13.58696799,Mon
13/01/2017,3.7233,-0.0367,,,,,,,,,,-0.9761%,26.74072583,19.01355428,16.84573574,13.23168214,Fri
12/01/2017,3.76,-0.1046,,,,,,,,,,-2.7066%,25.10582609,18.66851924,16.56144231,13.09310233,Thu
11/01/2017,3.8646,0.0749,,,,,,,,,,1.9764%,15.18021149,16.24412013,15.07245913,12.15919506,Wed
10/01/2017,3.7897,0.0763,,,,,,,,,,2.0547%,15.90471125,16.20395809,14.69513444,11.92144337,Tue
09/01/2017,3.7134,0.0697,,,,,,,,,,1.9129%,13.90861917,15.4153836,14.2007463,11.56820636,Mon
06/01/2017,3.6437,0.0505,,,,,,,,,,1.4054%,11.48662871,14.65055959,13.74493357,11.24644511,Fri
05/01/2017,3.5932,0.0211,,,,,,,,,,0.5907%,10.07718664,14.66205346,13.61884322,11.08543748,Thu
04/01/2017,3.5721,-0.0222,,,,,,,,,,-0.6176%,9.850201101,14.59564997,13.65266404,11.06986647,Wed
03/01/2017,3.5943,0.0502,,,,,,,,,,1.4164%,8.639297294,14.96119093,13.59890196,10.98844762,Tue
02/01/2017,3.5441,0.0206,,,,,,,,,,0.5846%,6.112903052,14.49135994,13.35449288,10.83481174,Mon
30/12/2016,3.5235,-0.0004,,,,,,,,,,-0.0114%,5.35571715,14.5232311,13.40352529,10.85528056,Fri
29/12/2016,3.5239,-0.0163,,,,,,,,,,-0.4604%,6.965574534,14.55699545,13.40605286,10.92361139,Thu
28/12/2016,3.5402,0.0187,,,,,,,,,,0.5310%,6.440844577,14.44850087,13.32501396,10.87587571,Wed
27/12/2016,3.5215,0.0092,,,,,,,,,,0.2619%,6.748212531,14.86834446,13.3370706,10.86540473,Tue
26/12/2016,3.5123,-0.005,,,,,,,,,,-0.1422%,9.235505076,15.0665787,13.71451065,10.89710627,Mon
23/12/2016,3.5173,0.0067,,,,,,,,,,0.1909%,9.679084226,15.03870394,13.69800387,10.93871033,Fri
22/12/2016,3.5106,0.0017,,,,,,,,,,0.0484%,9.89911021,15.35212542,13.69818744,10.9992316,Thu
21/12/2016,3.5089,-0.0165,,,,,,,,,,-0.4680%,10.97406933,15.36960069,13.69187051,11.0346372,Wed
20/12/2016,3.5254,-0.0079,,,,,,,,,,-0.2236%,12.21399299,15.47233085,13.60178556,10.99458596,Tue
19/12/2016,3.5333,0.028,,,,,,,,,,0.7988%,16.37341813,15.90691399,13.55900289,11.0151354,Mon
16/12/2016,3.5053,-0.0067,,,,,,,,,,-0.1908%,20.84597214,16.01298241,13.50655949,10.96911459,Fri
15/12/2016,3.512,-0.0207,,,,,,,,,,-0.5860%,20.84402595,15.92527468,13.49739731,10.9555687,Thu
14/12/2016,3.5327,0.0403,,,,,,,,,,1.1539%,20.70673065,15.9831532,13.34039547,10.99637441,Wed
13/12/2016,3.4924,0.0235,,,,,,,,,,0.6774%,22.32271872,15.90898237,13.28304994,10.89306174,Tue
12/12/2016,3.4689,-0.0083,,,,,,,,,,-0.2387%,22.45273523,15.91288011,13.30158626,10.99171739,Mon
09/12/2016,3.4772,0.0345,,,,,,,,,,1.0021%,22.42222227,15.80545646,13.47180089,10.97890349,Fri
08/12/2016,3.4427,0.0531,,,,,,,,,,1.5666%,22.74985462,15.87668254,13.39278372,11.0292326,Thu
07/12/2016,3.3896,-0.0561,,,,,,,,,,-1.6281%,20.73722856,15.51636902,13.06457912,10.78082678,Wed
06/12/2016,3.4457,-0.0786,,,,,,,,,,-2.2302%,20.41563937,14.45862949,12.31228276,10.47354611,Tue
05/12/2016,3.5243,0.0033,,,,,,,,,,0.0937%,14.26336559,11.92356184,10.75903179,9.99776167,Mon
02/12/2016,3.521,0.0171,,,,,,,,,,0.4880%,14.13829892,12.09310816,10.82059337,10.51492753,Fri
01/12/2016,3.5039,0.0664,,,,,,,,,,1.9316%,14.66786241,12.18261375,10.81638418,10.76094377,Thu
30/11/2016,3.4375,0.0285,,,,,,,,,,0.8360%,11.76982676,11.33188974,10.25230441,12.70619659,Wed
29/11/2016,3.409,-0.0064,,,,,,,,,,-0.1874%,13.01794966,11.32767652,10.32242949,12.74801977,Tue
28/11/2016,3.4154,-0.036,,,,,,,,,,-1.0431%,13.21260298,12.05294288,10.55265154,12.74287777,Mon
25/11/2016,3.4514,0.0051,,,,,,,,,,0.1480%,10.30749622,11.32453788,10.09636933,12.65076598,Fri
24/11/2016,3.4463,0.051,,,,,,,,,,1.5021%,10.69340379,11.31829049,10.14055543,12.65716985,Thu
23/11/2016,3.3953,0.0108,,,,,,,,,,0.3191%,9.97936657,10.79229848,9.74804679,12.77754779,Wed
22/11/2016,3.3845,0.0232,,,,,,,,,,0.6902%,10.71547264,10.84568794,9.865260162,12.77700987,Tue
21/11/2016,3.3613,-0.007,,,,,,,,,,-0.2078%,12.28800847,10.80369291,9.852347593,12.74782033,Mon
18/11/2016,3.3683,-0.0021,,,,,,,,,,-0.0623%,12.700902,10.69116134,9.818672583,12.77718699,Fri
17/11/2016,3.3704,0.0464,,,,,,,,,,1.3959%,12.09674877,10.68222956,9.814925681,12.77255475,Thu
16/11/2016,3.324,0.0335,,,,,,,,,,1.0181%,12.29243728,10.18231834,9.486983466,12.66175236,Wed
15/11/2016,3.2905,0.0004,,,,,,,,,,0.0122%,12.94242177,10.14158584,9.334223702,12.61496205,Tue
14/11/2016,3.2901,0.0413,,,,,,,,,,1.2712%,12.85299169,10.22754824,9.335424417,12.65507557,Mon
11/11/2016,3.2488,-0.0019,,,,,,,,,,-0.0584%,12.25293075,10.28379852,9.317023599,12.69209968,Fri
10/11/2016,3.2507,0.0405,,,,,,,,,,1.2616%,12.94621992,10.29492213,9.340900255,12.69726005,Thu
09/11/2016,3.2102,0.0541,,,,,,,,,,1.7141%,12.59005043,9.860877887,9.077864378,13.18484971,Wed
08/11/2016,3.1561,-0.0117,,,,,,,,,,-0.3693%,10.64807151,8.862551116,8.330228129,13.15036188,Tue
07/11/2016,3.1678,0.011,,,,,,,,,,0.3485%,9.926923008,8.686910495,8.277918802,13.17354738,Mon
04/11/2016,3.1568,0.0467,,,,,,,,,,1.5016%,10.5008778,8.769615169,8.289447508,13.16669653,Fri
03/11/2016,3.1101,-0.0034,,,,,,,,,,-0.1092%,7.538221713,7.837708454,7.669996941,13.02658757,Thu
02/11/2016,3.1135,0.0023,,,,,,,,,,0.0739%,7.998870008,8.088404721,7.748411583,13.02613214,Wed
01/11/2016,3.1112,0.0172,,,,,,,,,,0.5559%,8.084958623,8.299156198,7.911681982,13.02748264,Tue
31/10/2016,3.094,-0.0128,,,,,,,,,,-0.4120%,10.20525836,8.677649058,7.848716476,13.01859352,Mon
28/10/2016,3.1068,-0.0069,,,,,,,,,,-0.2216%,9.909061847,8.516421062,7.783614941,13.01736229,Fri
27/10/2016,3.1137,0.0326,,,,,,,,,,1.0581%,9.801871743,8.48511145,7.777124422,13.02386908,Thu
26/10/2016,3.0811,0.0101,,,,,,,,,,0.3289%,7.92057946,8.0543113,7.465293272,13.07528902,Wed
25/10/2016,3.071,-0.009,,,,,,,,,,-0.2922%,7.642277636,8.173026487,7.447635654,13.06898457,Tue
24/10/2016,3.08,-0.001,,,,,,,,,,-0.0325%,7.534599379,8.11340937,7.432500862,13.060451,Mon
21/10/2016,3.081,0.021,,,,,,,,,,0.6863%,7.817971578,8.204760559,7.509838397,13.06863039,Fri
20/10/2016,3.06,-0.0015,,,,,,,,,,-0.0490%,7.850077083,8.035003912,7.543499634,13.02863142,Thu
19/10/2016,3.0615,-0.0339,,,,,,,,,,-1.0952%,8.022849572,8.153019023,7.53866585,13.29714931,Wed
18/10/2016,3.0954,-0.0006,,,,,,,,,,-0.0194%,4.910312698,7.277504403,7.021302233,13.16927379,Tue
17/10/2016,3.096,0.0057,,,,,,,,,,0.1844%,5.303310184,7.299653501,7.089036667,13.17814114,Mon
14/10/2016,3.0903,0.0045,,,,,,,,,,0.1458%,8.324923749,7.878560377,7.209497356,13.18097336,Fri
13/10/2016,3.0858,-0.0009,,,,,,,,,,-0.0292%,8.506480259,7.948709069,7.345817508,13.18655052,Thu
12/10/2016,3.0867,0.0028,,,,,,,,,,0.0908%,8.442148687,8.060379606,7.417780914,13.25717806,Wed
11/10/2016,3.0839,0.0116,,,,,,,,,,0.3776%,8.483555739,8.059967683,7.423846083,13.25875579,Tue
10/10/2016,3.0723,0.0213,,,,,,,,,,0.6981%,8.561268566,8.080240998,7.551945762,13.26090362,Mon
07/10/2016,3.051,0.0111,,,,,,,,,,0.3651%,8.785143349,7.940134298,7.399933153,13.49796034,Fri
06/10/2016,3.0399,-0.0116,,,,,,,,,,-0.3801%,8.806583372,7.926207023,7.36082814,13.52906298,Thu
05/10/2016,3.0515,-0.0074,,,,,,,,,,-0.2419%,8.435753602,7.938344498,7.541925043,13.53586666,Wed
04/10/2016,3.0589,0.0402,,,,,,,,,,1.3317%,8.960216633,8.144189658,7.53645695,13.5290733,Tue
03/10/2016,3.0187,0.0188,,,,,,,,,,0.6267%,8.879839152,7.254448133,7.204539339,13.42042342,Mon
30/09/2016,2.9999,0.0007,,,,,,,,,,0.0233%,8.406003605,7.119599237,7.089287589,13.398826,Fri
29/09/2016,2.9992,0.0194,,,,,,,,,,0.6511%,8.487349428,7.199538453,7.405684719,13.40120504,Thu
28/09/2016,2.9798,0.005,,,,,,,,,,0.1681%,8.023647608,6.981144635,7.224662956,13.37193008,Wed
27/09/2016,2.9748,-0.0063,,,,,,,,,,-0.2113%,8.28965423,6.978860694,7.334829592,13.37444412,Tue
26/09/2016,2.9811,0.0122,,,,,,,,,,0.4109%,8.238580409,6.988015635,8.227522366,13.37034899,Mon
23/09/2016,2.9689,0.0264,,,,,,,,,,0.8972%,8.496168838,7.021665995,9.617369629,13.35718034,Fri
22/09/2016,2.9425,-0.0128,,,,,,,,,,-0.4331%,6.592233431,6.734891744,9.818835253,13.31275541,Thu
21/09/2016,2.9553,-0.0228,,,,,,,,,,-0.7656%,7.193188023,6.612035271,14.60301541,13.29500804,Wed
20/09/2016,2.9781,0.0017,,,,,,,,,,0.0571%,5.798210946,6.171148377,14.5957023,13.40991485,Tue
19/09/2016,2.9764,-0.004,,,,,,,,,,-0.1342%,5.990051967,6.267403051,14.62304012,14.82337758,Mon
16/09/2016,2.9804,0.0118,,,,,,,,,,0.3975%,7.919711358,6.43474008,14.6980089,15.0279264,Fri
15/09/2016,2.9686,-0.0115,,,,,,,,,,-0.3859%,7.902070316,6.509891211,14.70165567,15.02348415,Thu
14/09/2016,2.9801,-0.0038,,,,,,,,,,-0.1274%,7.793306078,6.514680261,15.12672833,15.04629568,Wed
13/09/2016,2.9839,0.0163,,,,,,,,,,0.5493%,7.699257159,6.510431608,15.12260333,15.04991251,Tue
12/09/2016,2.9676,-0.0012,,,,,,,,,,-0.0404%,7.291815925,6.681593573,15.08530468,15.03069694,Mon
09/09/2016,2.9688,0.0177,,,,,,,,,,0.5998%,7.586493149,6.683920222,15.18404791,15.09080569,Fri
08/09/2016,2.9511,0.0148,,,,,,,,,,0.5040%,6.898457528,6.405349587,15.13134461,15.06704662,Thu
07/09/2016,2.9363,0.0138,,,,,,,,,,0.4722%,7.24564655,6.545613238,15.20592956,15.07233679,Wed
06/09/2016,2.9225,-0.0232,,,,,,,,,,-0.7876%,7.241705867,6.319285595,15.20902958,15.09457104,Tue
05/09/2016,2.9457,-0.0055,,,,,,,,,,-0.1864%,5.961352095,6.4472304,15.13947246,15.0734706,Mon
02/09/2016,2.9512,-0.0096,,,,,,,,,,-0.3242%,6.248471513,6.570308771,15.38726734,15.08040628,Fri
01/09/2016,2.9608,0.0029,,,,,,,,,,0.0980%,6.149255833,7.029042626,15.39003613,15.09618624,Thu
31/08/2016,2.9579,-0.0051,,,,,,,,,,-0.1721%,6.154656921,6.996533,16.47415018,15.09828302,Wed
30/08/2016,2.963,0.0124,,,,,,,,,,0.4203%,5.90280432,7.177191344,16.80406649,15.09444147,Tue
29/08/2016,2.9506,-0.0029,,,,,,,,,,-0.0982%,5.987288871,8.648097436,16.8414174,15.09488138,Mon
26/08/2016,2.9535,0.0187,,,,,,,,,,0.6372%,6.436653534,10.99109885,16.84004371,15.09322841,Fri
25/08/2016,2.9348,-0.0169,,,,,,,,,,-0.5726%,6.172699405,11.40817688,16.86677417,15.09701166,Thu
24/08/2016,2.9517,-0.0014,,,,,,,,,,-0.0474%,5.444765502,18.15601294,16.813674,15.08190135,Wed
23/08/2016,2.9531,0.0113,,,,,,,,,,0.3841%,5.442327933,18.32300805,16.81714554,15.12623762,Tue
22/08/2016,2.9418,0.0126,,,,,,,,,,0.4302%,5.099025457,18.33344211,16.81506259,15.12179716,Mon
19/08/2016,2.9292,0.002,,,,,,,,,,0.0683%,4.36150392,18.40492746,16.8280794,15.14648615,Fri
18/08/2016,2.9272,0.0044,,,,,,,,,,0.1505%,4.381172884,18.44279532,16.84391233,15.15882048,Thu
17/08/2016,2.9228,-0.0069,,,,,,,,,,-0.2355%,3.599183184,19.04058001,17.09873568,15.1587916,Wed
16/08/2016,2.9297,-0.0112,,,,,,,,,,-0.3808%,3.808374429,19.02849968,17.08853798,15.19351762,Tue
15/08/2016,2.9409,-0.0175,,,,,,,,,,-0.5915%,6.71993363,19.01094532,17.06647474,15.17929427,Mon
12/08/2016,2.9584,0.0013,,,,,,,,,,0.0440%,6.326697668,19.04919938,17.01564211,15.25509721,Fri
11/08/2016,2.9571,-0.0004,,,,,,,,,,-0.0135%,6.331992263,19.0520221,17.01565197,15.26174227,Thu
10/08/2016,2.9575,-0.0102,,,,,,,,,,-0.3437%,7.21679814,19.18806212,17.42387326,15.26213098,Wed
09/08/2016,2.9677,-0.0147,,,,,,,,,,-0.4929%,7.168322835,19.20708484,17.41207371,15.25175131,Tue
08/08/2016,2.9824,-0.0163,,,,,,,,,,-0.5436%,8.038416104,19.20889726,17.38264695,15.23435849,Mon
05/08/2016,2.9987,-0.0119,,,,,,,,,,-0.3953%,8.289857858,19.49662668,17.33766597,15.20573724,Fri
04/08/2016,3.0106,-0.0026,,,,,,,,,,-0.0863%,9.334617805,19.4628347,17.31839459,15.19399573,Thu
03/08/2016,3.0132,0.0219,,,,,,,,,,0.7321%,9.325619626,20.81441835,17.42700681,15.25673204,Wed
02/08/2016,2.9913,0.001,,,,,,,,,,0.0334%,7.63954403,21.25937816,17.35674103,15.30659625,Tue
01/08/2016,2.9903,0.0015,,,,,,,,,,0.0502%,12.78683027,21.35903818,17.37585089,15.4030044,Mon
29/07/2016,2.9888,-0.0236,,,,,,,,,,-0.7834%,18.03349874,21.35873383,17.80288583,15.47691806,Fri
28/07/2016,3.0124,-0.0064,,,,,,,,,,-0.2120%,18.94651783,21.33410091,17.77441106,15.41761216,Thu
27/07/2016,3.0188,-0.0276,,,,,,,,,,-0.9060%,31.35587519,21.32117186,17.8014231,15.47321024,Wed
26/07/2016,3.0464,0.0096,,,,,,,,,,0.3161%,31.12003959,21.08885832,17.6664333,15.39466541,Tue
25/07/2016,3.0368,-0.0292,,,,,,,,,,-0.9524%,31.09667716,21.12981574,17.74010939,15.44756337,Mon
22/07/2016,3.066,-0.0034,,,,,,,,,,-0.1108%,30.59481802,20.89320322,17.61216418,15.36194137,Fri
21/07/2016,3.0694,-0.0204,,,,,,,,,,-0.6602%,30.32401014,20.92808732,17.6090017,15.37054291,Thu
20/07/2016,3.0898,0.0475,,,,,,,,,,1.5613%,31.91039967,21.02690631,17.53587467,15.32920034,Wed
19/07/2016,3.0423,0.065,,,,,,,,,,2.1832%,31.44177364,20.63375222,17.20058258,15.16784298,Tue
18/07/2016,2.9773,-0.0384,,,,,,,,,,-1.2733%,29.56782614,19.70677375,16.47829348,14.77794933,Mon
15/07/2016,3.0157,0.1375,,,,,,,,,,4.7773%,28.30712241,19.27315026,16.19494408,14.72058711,Fri
